"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-14","0.00",",,E",,,"64","H,,S","71",",,E","57",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-15","0.17",",,E",,,"65","H,,S","76",",,E","62",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-16","0.07",",,E",,,"57","H,,S","67",",,E","51",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-17","0.05",",,E",,,"57","H,,S","66",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-18","0.08",",,E",,,"67","H,,S","79",",,E","56",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-19","0.05",",,E",,,"64","H,,S","70",",,E","60",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-20","0.04",",,E",,,"64","H,,S","68",",,E","62",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-21","0.07",",,E",,,"65","H,,S","78",",,E","58",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-22","0.01",",,E",,,"61","H,,S","66",",,E","63",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-23","0.12",",,E",,,"54","H,,S","64",",,E","51",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-24","0.12",",,E",,,"52","H,,S","60",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-25","0.47",",,E",,,"54","H,,S","64",",,E","44",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-26","0.03",",,E",,,"57","H,,S","65",",,E","52",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-27","0.00",",,E",,,"58","H,,S","67",",,E","54",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-28","0.04",",,E",,,"56","H,,S","65",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-29","0.00",",,E",,,"54","H,,S","65",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-30","0.00",",,E",,,"53","H,,S","62",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-08-31","0.00",",,E",,,"58","H,,S","69",",,E","44",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-01","0.00",",,E",,,"62","H,,S","73",",,E","60",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-02","0.15",",,E",,,"63","H,,S","77",",,E","55",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-03","0.00",",,E",,,"55","H,,S","64",",,E","49",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-04","0.00",",,E",,,"52","H,,S","65",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-05","0.27",",,E",,,"56","H,,S","68",",,E","45",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-06","0.02",",,E",,,"53","H,,S","63",",,E","52",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-07","0.24",",,E",,,"52","H,,S","60",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-08","0.00",",,E",,,"59","H,,S","65",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-09","0.00",",,E",,,"58","H,,S","66",",,E","56",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-10","0.14",",,E",,,"57","H,,S","62",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-11","0.04",",,E",,,"56","H,,S","63",",,E","52",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-12","0.00",",,E",,,"54","H,,S","64",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-13","0.04",",,E",,,"54","H,,S","63",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-14","0.08",",,E",,,"55","H,,S","64",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-15","0.13",",,E",,,"56","H,,S","64",",,E","51",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-16","0.00",",,E",,,"58","H,,S","68",",,E","54",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-17","0.03",",,E",,,"57","H,,S","70",",,E","49",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-18","0.02",",,E",,,"62","H,,S","71",",,E","58",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-19","0.01",",,E",,,"56","H,,S","62",",,E","55",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-20","0.60",",,E",,,"48","H,,S","54",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-21","0.03",",,E",,,"48","H,,S","61",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-22","0.00",",,E",,,"48","H,,S","55",",,E","45",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-23","0.00",",,E",,,"47","H,,S","56",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-24","0.00",",,E",,,"46","H,,S","58",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-25","0.00",",,E",,,"52","H,,S","63",",,E","37",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-26","0.00",",,E",,,"62","H,,S","69",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-27","0.02",",,E",,,"55","H,,S","63",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-28","0.00",",,E",,,"45","H,,S","58",",,E","39",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-29","0.00",",,E",,,"48","H,,S","60",",,E","35",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-09-30","0.00",",,E",,,"49","H,,S","56",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-01","0.05",",,E",,,"48","H,,S","58",",,E","37",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-02","0.03",",,E",,,"57","H,,S","63",",,E","45",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-03","0.00",",,E",,,"56","H,,S","61",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-04","0.54",",,E",,,"57","H,,S","64",",,E","55",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-05","0.00",",,E",,,"48","H,,S","54",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-06","0.00",",,E",,,"45","H,,S","55",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-07","0.00",",,E",,,"49","H,,S","60",",,E","35",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-08","0.00",",,E",,,"57","H,,S","61",",,E","50",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-09","0.00",",,E",,,"59","H,,S","65",",,E","57",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-10","0.00",",,E",,,"60","H,,S","68",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-11","0.14",",,E",,,"56","H,,S","62",",,E","59",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-12","0.44",",,E",,,"57","H,,S","62",",,E","51",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-13","0.41",",,E",,,"53","H,,S","54",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-14","0.00",",,E",,,"46","H,,S","57",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-15","0.00",",,E",,,"45","H,,S","57",",,E","37",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-16","0.00",",,E",,,"52","H,,S","61",",,E","39",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-17","0.00",",,E",,,"48","H,,S","57",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-18","0.00",",,E",,,"43","H,,S","57",",,E","34",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-19","0.00",",,E",,,"51","H,,S","59",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-20","0.00",",,E",,,"57","H,,S","64",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-21","0.03",",,E",,,"53","H,,S","60",",,E","58",",I,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-22","0.00",",,E",,,"46","H,,S","55",",I,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-23","0.00",",,E",,,"49","H,,S","56",",,E","44",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-24","0.00",",,E",,,"49","H,,S","53",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-25","0.02",",,E",,,"49","H,,S","53",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-26","0.00",",,E",,,"42","H,,S","50",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-27","0.00",",,E",,,"38","H,,S","45",",,E","35",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-28","0.02",",,E",,,"38","H,,S","50",",,E","35",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-29","0.00",",,E",,,"38","H,,S","47",",,E","29",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-30","0.04",",,E",,,"39","H,,S","50",",,E","27",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-10-31","0.03",",,E",,,"45","H,,S","49",",,E","31",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-01","0.00",",,E",,,"40","H,,S","49",",,E","31",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-02","0.04",",,E",,,"43","H,,S","59",",,E","31",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-03","0.00",",,E",,,"57","H,,S","60",",,E","35",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-04","0.37",",,E",,,"51","H,,S","55",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-05","0.02",",,E",,,"51","H,,S","54",",,E","49",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-06","0.81",",,E",,,"52","H,,S","55",",,E","51",",I,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-07","0.03",",,E",,,"46","H,,S","49",",I,E","45",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-08","0.03",",,E",,,"46","H,,S","52",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-09","0.56",",,E",,,"48","H,,S","54",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-10","0.17",",,E",,,"44","H,,S","50",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-11","0.10",",,E",,,"45","H,,S","53",",,E","37",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-12","0.00",",,E",,,"49","H,,S","55",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-13","0.04",",,E",,,"49","H,,S","58",",,E","45",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-14","0.00",",,E",,,"56","H,,S","58",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-15","0.00",",,E",,,"54","H,,S","60",",,E","52",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-16","0.00",",,E",,,"51","H,,S","60",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-17","0.00",",,E",,,,,"54",",,E","53",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-18","0.00",",,E",,,,,"53",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-19","0.14",",,E",,,,,"49",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-20","1.01",",,E",,,,,"47",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-21","0.16",",,E",,,,,"46",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-22","0.00",",,E",,,,,"48",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-23","0.00",",,E",,,"43","H,,S","48",",,E","36",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-24","0.08",",,E",,,"47","H,,S","49",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-25","0.07",",,E",,,"43","H,,S","49",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-26","0.09",",,E",,,"43","H,,S","48",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-27","0.38",",,E",,,"46","H,,S","60",",,E","35",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-28","0.49",",,E",,,"53","H,,S","60",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-29","0.02",",,E",,,"47","H,,S","50",",,E","44",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-11-30","0.17",",,E",,,"43","H,,S","50",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-01","0.17",",,E",,,"47","H,,S","53",",,E","39",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-02","0.30",",,E",,,"51","H,,S","56",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-03","0.00",",,E",,,"43","H,,S","47",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-04","0.66",",,E",,,"38","H,,S","48",",,E","31",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-05","0.03",",,E",,,"47","H,,S","54",",,E","31",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-06","0.11",",,E",,,"52","H,,S","56",",,E","48",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-07","0.09",",,E",,,"46","H,,S","49",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-08","0.19",",,E",,,"47","H,,S","51",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-09","0.00",",,E",,,"45","H,,S","49",",,E","44",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-10","0.01",",,E",,,"43","H,,S","49",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-11","0.14",",,E",,,"45","H,,S","52",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-12","0.02",",,E",,,"47","H,,S","49",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-13","0.01",",,E",,,"44","H,,S","44",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-14","0.23",",,E",,,"42","H,,S","46",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-15","0.17",",,E",,,"45","H,,S","52",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-16","0.01",",,E",,,"42","H,,S","46",",,E","39",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-17","0.14",",,E",,,"47","H,,S","56",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-18","0.03",",,E",,,"49","H,,S","50",",,E","46",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-19","0.02",",,E",,,"44","H,,S","48",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-20","0.21",",,E",,,"44","H,,S","46",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-21","0.03",",,E",,,"44","H,,S","49",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-22","0.52",",,E",,,"45","H,,S","49",",,E","42",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-23","0.09",",,E",,,"43","H,,S","47",",,E","43",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-24","0.00",",,E",,,"45","H,,S","50",",,E","39",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-25","0.00",",,E",,,"46","H,,S","53",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-26","0.00",",,E",,,"49","H,,S","53",",,E","40",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-27","0.00",",,E",,,"48","H,,S","51",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-28","0.00",",,E",,,"50","H,,S","54",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-29","0.01",",,E",,,"52","H,,S","54",",,E","51",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-30","0.00",",,E",,,"51","H,,S","54",",,E","51",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2018-12-31","0.00",",,E",,,"49","H,,S","51",",,E","49",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2019-01-01","0.02",",,E",,,"45","H,,S","49",",,E","47",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2019-01-02","0.00",",,E",,,"42","H,,S","46",",,E","37",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2019-01-03","0.00",",,E",,,"44","H,,S","47",",,E","38",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2019-01-04","0.00",",,E",,,"42","H,,S","44",",,E","41",",,E"
"EI000003969","DUBLIN PHOENIX PARK, EI","53.3639","-6.3192","49.0","2019-01-05","0.00",",,E",,,"44","H,,S","48",",,E","36",",,E"
